Subject_ID,Age,Handedness,languageCount,musicInstrument,musicPractice,musicTraining,Trial Number,Target Angle,Hand Angle,RT,MT,Hand_Path
165166,18,righth,3+,yes,3,"""10+""",98,225,229.7201369,1184,167,"{""last_time"": 166, ""sample_1_x"": 662.5, ""sample_2_y"": 480.5, ""sample_2_x"": 619.5, ""last_x"": 569.5, ""sample_0_time"": 8, ""sample_3_y"": 523.5, ""sample_1_y"": 434.5, ""sample_0_y"": 394.5, ""sample_4_y"": 542.5, ""sample_3_x"": 585.5, ""sample_4_time"": 166, ""first_y"": 394.5, ""sample_1_time"": 50, ""first_time"": 8, ""last_y"": 542.5, ""sample_3_time"": 133, ""sample_2_time"": 91, ""sample_0_x"": 706.5, ""count"": 20, ""sample_4_x"": 569.5, ""first_x"": 706.5}"
165166,18,righth,3+,yes,3,"""10+""",99,225,220.6545683,585,342,"{""first_x"": 705.5, ""sample_1_time"": 91, ""sample_3_x"": 582.5, ""sample_2_time"": 175, ""last_y"": 517.5, ""first_y"": 383.5, ""sample_1_x"": 668.5, ""sample_0_y"": 383.5, ""sample_2_x"": 635.5, ""sample_3_y"": 489.5, ""sample_1_y"": 413.5, ""sample_4_time"": 341, ""sample_4_y"": 517.5, ""sample_0_time"": 8, ""last_time"": 341, ""count"": 41, ""first_time"": 8, ""last_x"": 542.5, ""sample_4_x"": 542.5, ""sample_2_y"": 442.5, ""sample_0_x"": 705.5, ""sample_3_time"": 258}"
165166,18,righth,3+,yes,3,"""10+""",100,45,39.99291357,1129,393,"{""count"": 47, ""sample_0_x"": 734.5, ""sample_2_time"": 201, ""sample_4_time"": 392, ""sample_4_x"": 899.5, ""sample_3_x"": 856.5, ""first_time"": 9, ""sample_3_time"": 301, ""first_x"": 734.5, ""sample_1_x"": 768.5, ""sample_2_x"": 805.5, ""sample_3_y"": 257.5, ""last_time"": 392, ""first_y"": 358.5, ""sample_1_y"": 330.5, ""sample_2_y"": 299.5, ""sample_0_time"": 9, ""last_x"": 899.5, ""sample_0_y"": 358.5, ""sample_4_y"": 214.5, ""last_y"": 214.5, ""sample_1_time"": 101}"
165214,22,righth,2,yes,5,"""1-5""",1,45,46.8965183,1249,616,"{""sample_4_y"": 180.5, ""sample_2_time"": 316, ""sample_1_y"": 267.5, ""sample_3_x"": 853, ""sample_3_y"": 196.5, ""first_y"": 328.5, ""last_y"": 180.5, ""first_x"": 744, ""sample_0_x"": 744, ""first_time"": 16, ""sample_2_x"": 825, ""sample_2_y"": 240.5, ""count"": 37, ""last_time"": 616, ""sample_4_x"": 866, ""sample_1_time"": 166, ""sample_1_x"": 805, ""sample_4_time"": 616, ""sample_0_time"": 16, ""last_x"": 866, ""sample_0_y"": 328.5, ""sample_3_time"": 466}"
165214,22,righth,2,yes,5,"""1-5""",2,135,138.7888899,415,467,"{""count"": 28, ""sample_4_x"": 559, ""last_y"": 195.5, ""sample_1_time"": 133, ""sample_0_x"": 739, ""sample_1_x"": 754, ""last_time"": 466, ""first_y"": 317.5, ""sample_4_y"": 195.5, ""sample_3_time"": 366, ""sample_0_time"": 16, ""sample_0_y"": 317.5, ""sample_3_x"": 633, ""sample_1_y"": 299.5, ""sample_4_time"": 466, ""sample_2_x"": 737, ""sample_2_time"": 250, ""sample_3_y"": 244.5, ""first_x"": 739, ""first_time"": 16, ""last_x"": 559, ""sample_2_y"": 298.5}"
165214,22,righth,2,yes,5,"""1-5""",3,225,226.3234295,495,971,"{""sample_3_x"": 585, ""first_time"": 16, ""sample_0_time"": 16, ""sample_1_time"": 251, ""sample_2_y"": 409.5, ""sample_2_time"": 484, ""sample_1_x"": 628, ""sample_3_y"": 447.5, ""sample_4_time"": 971, ""last_time"": 971, ""sample_4_x"": 572, ""count"": 57, ""first_y"": 357.5, ""last_x"": 572, ""sample_0_y"": 357.5, ""sample_3_time"": 737, ""sample_0_x"": 699, ""last_y"": 491.5, ""sample_4_y"": 491.5, ""first_x"": 699, ""sample_1_y"": 400.5, ""sample_2_x"": 618}"
165214,22,righth,2,yes,5,"""1-5""",4,315,315.1890943,395,483,"{""sample_3_y"": 462.5, ""sample_0_y"": 354.5, ""sample_4_x"": 872, ""sample_2_x"": 836, ""sample_3_x"": 854, ""first_time"": 16, ""last_time"": 482, ""sample_2_time"": 249, ""sample_0_time"": 16, ""sample_1_time"": 133, ""sample_0_x"": 742, ""count"": 29, ""sample_1_y"": 410.5, ""sample_4_y"": 487.5, ""sample_2_y"": 436.5, ""last_x"": 872, ""sample_4_time"": 482, ""first_x"": 742, ""sample_3_time"": 367, ""last_y"": 487.5, ""sample_1_x"": 814, ""first_y"": 354.5}"
165214,22,righth,2,yes,5,"""1-5""",5,45,45,365,350,"{""sample_0_time"": 17, ""first_y"": 310.5, ""first_x"": 756, ""count"": 21, ""last_time"": 350, ""sample_2_time"": 184, ""sample_4_time"": 350, ""sample_0_y"": 310.5, ""last_x"": 871, ""last_y"": 185.5, ""sample_0_x"": 756, ""sample_1_time"": 100, ""first_time"": 17, ""sample_1_x"": 837, ""sample_4_y"": 185.5, ""sample_4_x"": 871, ""sample_3_y"": 188.5, ""sample_3_time"": 267, ""sample_1_y"": 214.5, ""sample_3_x"": 867, ""sample_2_y"": 191.5, ""sample_2_x"": 860}"
165214,22,righth,2,yes,5,"""1-5""",6,135,136.8965183,631,467,"{""sample_4_x"": 564, ""sample_1_time"": 116, ""last_time"": 466, ""sample_1_x"": 576, ""sample_4_y"": 190.5, ""count"": 26, ""sample_2_y"": 206.5, ""last_x"": 564, ""sample_1_y"": 223.5, ""first_y"": 311.5, ""sample_0_y"": 311.5, ""sample_3_y"": 206.5, ""last_y"": 190.5, ""sample_0_time"": 17, ""sample_0_x"": 685, ""first_time"": 17, ""sample_3_time"": 347, ""sample_2_x"": 557, ""sample_4_time"": 466, ""sample_2_time"": 246, ""first_x"": 685, ""sample_3_x"": 560}"
165214,22,righth,2,yes,5,"""1-5""",7,225,223.4825859,682,551,"{""first_x"": 692, ""last_x"": 565, ""sample_4_time"": 550, ""sample_0_time"": 17, ""sample_2_x"": 574, ""sample_1_x"": 598, ""last_y"": 483.5, ""count"": 33, ""sample_3_x"": 568, ""sample_2_y"": 457.5, ""sample_0_x"": 692, ""sample_3_time"": 417, ""sample_0_y"": 350.5, ""first_y"": 350.5, ""sample_4_y"": 483.5, ""last_time"": 550, ""sample_1_time"": 151, ""sample_4_x"": 565, ""sample_2_time"": 284, ""first_time"": 17, ""sample_1_y"": 433.5, ""sample_3_y"": 469.5}"
165214,22,righth,2,yes,5,"""1-5""",8,315,316.871745,399,433,"{""sample_4_y"": 484.5, ""sample_1_x"": 810, ""last_x"": 878, ""last_y"": 484.5, ""sample_1_y"": 405.5, ""sample_2_time"": 233, ""first_time"": 16, ""first_x"": 748, ""sample_2_y"": 444.5, ""sample_0_y"": 347.5, ""sample_0_x"": 748, ""count"": 26, ""sample_4_time"": 433, ""sample_0_time"": 16, ""sample_3_time"": 333, ""sample_3_x"": 863, ""sample_2_x"": 845, ""last_time"": 433, ""sample_3_y"": 466.5, ""sample_4_x"": 878, ""sample_1_time"": 116, ""first_y"": 347.5}"
165214,22,righth,2,yes,5,"""1-5""",9,45,43.29864539,678,483,"{""count"": 29, ""sample_3_time"": 367, ""sample_2_y"": 228.5, ""first_y"": 311.5, ""last_x"": 876, ""last_y"": 189.5, ""sample_1_time"": 133, ""last_time"": 483, ""sample_4_time"": 483, ""sample_0_y"": 311.5, ""first_x"": 747, ""sample_1_x"": 841, ""sample_4_x"": 876, ""sample_0_x"": 747, ""sample_0_time"": 17, ""sample_4_y"": 189.5, ""sample_3_x"": 858, ""sample_2_x"": 852, ""sample_3_y"": 217.5, ""sample_2_time"": 249, ""first_time"": 17, ""sample_1_y"": 238.5}"
165214,22,righth,2,yes,5,"""1-5""",10,135,133.4825859,610,651,"{""sample_3_y"": 188.5, ""sample_1_time"": 168, ""count"": 39, ""first_y"": 308.5, ""last_time"": 651, ""last_x"": 573, ""sample_4_x"": 573, ""sample_0_time"": 17, ""sample_2_x"": 608, ""sample_4_time"": 651, ""last_y"": 181.5, ""first_x"": 688, ""sample_0_x"": 688, ""sample_3_x"": 585, ""sample_2_y"": 213.5, ""first_time"": 17, ""sample_0_y"": 308.5, ""sample_1_x"": 619, ""sample_1_y"": 221.5, ""sample_3_time"": 500, ""sample_2_time"": 334, ""sample_4_y"": 181.5}"
165214,22,righth,2,yes,5,"""1-5""",11,225,221.2111101,562,300,"{""sample_4_y"": 477.5, ""first_x"": 685, ""sample_2_time"": 168, ""last_y"": 477.5, ""sample_3_time"": 235, ""sample_2_y"": 457.5, ""sample_1_time"": 83, ""last_time"": 300, ""sample_0_y"": 358.5, ""count"": 18, ""sample_3_x"": 563, ""sample_2_x"": 573, ""sample_3_y"": 470.5, ""first_y"": 358.5, ""last_x"": 559, ""sample_0_x"": 685, ""sample_4_x"": 559, ""sample_1_x"": 607, ""sample_4_time"": 300, ""sample_1_y"": 427.5, ""sample_0_time"": 16, ""first_time"": 16}"
165214,22,righth,2,yes,5,"""1-5""",12,315,312.3458045,628,483,"{""first_x"": 755, ""sample_4_time"": 483, ""count"": 29, ""sample_1_x"": 819, ""last_time"": 483, ""sample_2_y"": 460.5, ""sample_3_time"": 366, ""last_y"": 494.5, ""sample_0_x"": 755, ""sample_4_y"": 494.5, ""sample_0_time"": 17, ""first_y"": 360.5, ""sample_4_x"": 864, ""sample_0_y"": 360.5, ""sample_3_x"": 853, ""sample_3_y"": 481.5, ""sample_2_x"": 838, ""first_time"": 17, ""sample_1_time"": 132, ""sample_2_time"": 250, ""last_x"": 864, ""sample_1_y"": 437.5}"
165214,22,righth,2,yes,5,"""1-5""",13,45,43.86930905,683,434,"{""sample_1_y"": 227.5, ""last_y"": 187.5, ""last_x"": 875, ""sample_1_time"": 116, ""sample_2_y"": 203.5, ""sample_2_time"": 233, ""sample_3_y"": 198.5, ""sample_4_y"": 187.5, ""sample_1_x"": 841, ""sample_0_x"": 750, ""sample_3_x"": 865, ""first_x"": 750, ""sample_2_x"": 863, ""sample_4_x"": 875, ""first_time"": 16, ""first_y"": 306.5, ""sample_3_time"": 333, ""sample_0_y"": 306.5, ""sample_4_time"": 433, ""last_time"": 433, ""count"": 26, ""sample_0_time"": 16}"
165214,22,righth,2,yes,5,"""1-5""",14,135,134.6205633,699,333,"{""sample_4_x"": 570, ""sample_2_time"": 183, ""sample_0_time"": 16, ""sample_3_time"": 266, ""sample_0_x"": 677, ""first_y"": 305.5, ""sample_0_y"": 305.5, ""first_x"": 677, ""last_y"": 184.5, ""last_time"": 333, ""sample_1_x"": 584, ""sample_3_y"": 187.5, ""first_time"": 16, ""sample_3_x"": 571, ""count"": 20, ""sample_4_time"": 333, ""sample_2_x"": 574, ""sample_1_y"": 209.5, ""last_x"": 570, ""sample_4_y"": 184.5, ""sample_2_y"": 194.5, ""sample_1_time"": 99}"
165214,22,righth,2,yes,5,"""1-5""",15,225,223.5121325,744,415,"{""sample_4_y"": 486.5, ""last_y"": 486.5, ""first_x"": 694, ""sample_2_x"": 598, ""sample_3_time"": 315, ""sample_0_time"": 15, ""sample_4_x"": 562, ""count"": 25, ""last_x"": 562, ""sample_1_x"": 625, ""sample_4_time"": 415, ""last_time"": 415, ""sample_0_x"": 694, ""sample_3_x"": 582, ""sample_2_y"": 435.5, ""sample_2_time"": 215, ""first_y"": 348.5, ""sample_1_time"": 115, ""sample_0_y"": 348.5, ""first_time"": 15, ""sample_3_y"": 457.5, ""sample_1_y"": 404.5}"
165214,22,righth,2,yes,5,"""1-5""",16,315,319.5437577,699,399,"{""count"": 24, ""last_y"": 475.5, ""sample_2_x"": 877, ""sample_2_time"": 216, ""sample_3_y"": 464.5, ""last_x"": 883, ""sample_2_y"": 460.5, ""sample_0_y"": 349.5, ""sample_1_time"": 116, ""sample_4_x"": 883, ""sample_1_x"": 854, ""last_time"": 399, ""sample_0_x"": 750, ""sample_4_y"": 475.5, ""first_y"": 349.5, ""first_time"": 16, ""first_x"": 750, ""sample_4_time"": 399, ""sample_3_time"": 316, ""sample_3_x"": 880, ""sample_1_y"": 438.5, ""sample_0_time"": 16}"
165214,22,righth,2,yes,5,"""1-5""",17,45,46.51741413,665,600,"{""last_x"": 867, ""sample_2_y"": 223.5, ""sample_3_time"": 466, ""sample_0_x"": 739, ""sample_2_time"": 316, ""sample_4_x"": 867, ""sample_0_time"": 17, ""sample_1_x"": 801, ""first_y"": 313.5, ""sample_3_x"": 845, ""sample_2_x"": 823, ""last_time"": 600, ""sample_1_y"": 249.5, ""sample_3_y"": 198.5, ""sample_4_y"": 181.5, ""first_time"": 17, ""sample_0_y"": 313.5, ""sample_4_time"": 600, ""first_x"": 739, ""count"": 36, ""last_y"": 181.5, ""sample_1_time"": 166}"
165214,22,righth,2,yes,5,"""1-5""",18,135,132.7245436,1012,201,"{""last_y"": 179.5, ""first_time"": 16, ""sample_4_x"": 575, ""sample_0_time"": 16, ""first_y"": 302.5, ""sample_1_y"": 258.5, ""sample_3_y"": 193.5, ""sample_4_time"": 200, ""sample_3_time"": 167, ""sample_0_x"": 685, ""sample_2_y"": 224.5, ""last_time"": 200, ""sample_0_y"": 302.5, ""sample_4_y"": 179.5, ""sample_2_x"": 616, ""sample_3_x"": 591, ""count"": 12, ""last_x"": 575, ""first_x"": 685, ""sample_1_x"": 644, ""sample_2_time"": 116, ""sample_1_time"": 67}"
165214,22,righth,2,yes,5,"""1-5""",19,225,225.5672664,627,733,"{""sample_3_x"": 577, ""first_time"": 17, ""sample_1_y"": 453.5, ""sample_0_time"": 17, ""sample_4_time"": 733, ""sample_1_x"": 600, ""sample_0_x"": 694, ""last_time"": 733, ""sample_0_y"": 354.5, ""sample_4_y"": 489.5, ""sample_2_x"": 587, ""first_x"": 694, ""last_y"": 489.5, ""sample_2_y"": 466.5, ""sample_3_y"": 478.5, ""sample_4_x"": 570, ""first_y"": 354.5, ""sample_3_time"": 567, ""count"": 44, ""last_x"": 570, ""sample_2_time"": 383, ""sample_1_time"": 201}"
165214,22,righth,2,yes,5,"""1-5""",20,315,314.4327336,716,666,"{""sample_2_y"": 451.5, ""sample_1_x"": 805, ""count"": 40, ""first_x"": 741, ""last_y"": 489.5, ""last_x"": 870, ""sample_3_x"": 855, ""sample_1_y"": 411.5, ""sample_0_x"": 741, ""sample_3_time"": 516, ""sample_4_time"": 666, ""sample_0_y"": 345.5, ""sample_2_x"": 838, ""last_time"": 666, ""first_time"": 16, ""first_y"": 345.5, ""sample_2_time"": 350, ""sample_4_x"": 870, ""sample_4_y"": 489.5, ""sample_1_time"": 182, ""sample_0_time"": 16, ""sample_3_y"": 472.5}"
165214,22,righth,2,yes,5,"""1-5""",21,315,224.2411599,2632,700,"{""first_y"": 349.5, ""first_x"": 696, ""sample_1_y"": 404.5, ""sample_0_y"": 349.5, ""sample_2_x"": 610, ""sample_0_time"": 16, ""sample_4_x"": 567, ""sample_3_x"": 575, ""last_time"": 700, ""sample_3_y"": 473.5, ""first_time"": 16, ""sample_2_y"": 434.5, ""sample_1_x"": 639, ""last_y"": 485.5, ""last_x"": 567, ""sample_1_time"": 183, ""sample_4_y"": 485.5, ""sample_3_time"": 533, ""count"": 42, ""sample_0_x"": 696, ""sample_2_time"": 367, ""sample_4_time"": 700}"
165214,22,righth,2,yes,5,"""1-5""",22,225,221.7674599,2982,2866,"{""first_time"": 17, ""sample_2_y"": 429.5, ""count"": 90, ""first_y"": 344.5, ""sample_0_y"": 344.5, ""last_x"": 561, ""sample_4_time"": 2866, ""sample_0_x"": 705, ""sample_1_time"": 450, ""sample_2_time"": 833, ""sample_0_time"": 17, ""sample_1_y"": 368.5, ""last_time"": 2866, ""last_y"": 478.5, ""sample_4_y"": 478.5, ""sample_3_y"": 472.5, ""sample_1_x"": 689, ""sample_2_x"": 626, ""sample_3_time"": 1200, ""first_x"": 705, ""sample_3_x"": 588, ""sample_4_x"": 561}"
165214,22,righth,2,yes,5,"""1-5""",23,135,48.23254011,2516,633,"{""first_y"": 292.5, ""last_y"": 177.5, ""sample_4_y"": 177.5, ""count"": 38, ""sample_2_time"": 333, ""sample_4_time"": 633, ""sample_0_x"": 751, ""sample_3_time"": 483, ""sample_1_x"": 808, ""sample_4_x"": 862, ""sample_0_time"": 16, ""sample_3_x"": 848, ""last_time"": 633, ""first_time"": 16, ""sample_2_x"": 824, ""sample_2_y"": 217.5, ""first_x"": 751, ""last_x"": 862, ""sample_1_time"": 166, ""sample_3_y"": 191.5, ""sample_1_y"": 232.5, ""sample_0_y"": 292.5}"
165214,22,righth,2,yes,5,"""1-5""",24,135,136.6791999,2666,451,"{""last_x"": 562, ""sample_1_y"": 304.5, ""sample_1_time"": 117, ""sample_0_y"": 320.5, ""sample_1_x"": 691, ""sample_2_time"": 234, ""sample_4_y"": 187.5, ""first_y"": 320.5, ""sample_4_x"": 562, ""count"": 27, ""first_x"": 707, ""sample_0_time"": 17, ""sample_2_y"": 215.5, ""first_time"": 17, ""sample_3_time"": 350, ""sample_4_time"": 451, ""sample_3_x"": 580, ""sample_3_y"": 205.5, ""last_y"": 187.5, ""sample_2_x"": 592, ""sample_0_x"": 707, ""last_time"": 451}"
165214,22,righth,2,yes,5,"""1-5""",25,45,40.45624235,2649,967,"{""sample_1_time"": 249, ""sample_0_x"": 738, ""first_x"": 738, ""sample_4_time"": 966, ""count"": 58, ""last_y"": 197.5, ""sample_3_y"": 218.5, ""sample_3_time"": 733, ""sample_1_y"": 265.5, ""sample_0_y"": 323.5, ""sample_2_time"": 499, ""sample_0_time"": 16, ""sample_3_x"": 860, ""last_time"": 966, ""first_time"": 16, ""sample_4_y"": 197.5, ""sample_1_x"": 804, ""sample_2_x"": 836, ""sample_2_y"": 238.5, ""last_x"": 883, ""first_y"": 323.5, ""sample_4_x"": 883}"
165214,22,righth,2,yes,5,"""1-5""",26,315,315,2498,884,"{""sample_3_y"": 459.5, ""sample_0_x"": 744, ""sample_4_time"": 883, ""sample_1_x"": 817, ""sample_2_x"": 826, ""sample_0_y"": 351.5, ""last_y"": 488.5, ""sample_4_y"": 488.5, ""last_time"": 883, ""sample_2_y"": 427.5, ""count"": 53, ""first_time"": 16, ""sample_4_x"": 872, ""sample_2_time"": 450, ""sample_1_y"": 418.5, ""sample_3_time"": 666, ""first_y"": 351.5, ""sample_0_time"": 16, ""first_x"": 744, ""sample_3_x"": 851, ""sample_1_time"": 233, ""last_x"": 872}"
165214,22,righth,2,yes,5,"""1-5""",27,225,220.8334951,2647,951,"{""first_y"": 332.5, ""sample_2_y"": 433.5, ""sample_3_x"": 567, ""first_time"": 17, ""sample_1_y"": 390.5, ""sample_3_y"": 460.5, ""last_time"": 950, ""sample_4_y"": 476.5, ""count"": 57, ""sample_4_time"": 950, ""sample_2_time"": 484, ""sample_4_x"": 558, ""sample_1_time"": 251, ""sample_3_time"": 718, ""sample_2_x"": 594, ""sample_0_time"": 17, ""sample_1_x"": 627, ""sample_0_y"": 332.5, ""last_y"": 476.5, ""first_x"": 700, ""last_x"": 558, ""sample_0_x"": 700}"
165214,22,righth,2,yes,5,"""1-5""",28,315,313.861823,2448,666,"{""sample_4_time"": 666, ""last_y"": 490.5, ""first_x"": 738, ""count"": 40, ""sample_3_y"": 476.5, ""sample_0_time"": 16, ""sample_3_time"": 517, ""sample_2_time"": 349, ""sample_2_x"": 828, ""sample_0_y"": 353.5, ""sample_4_y"": 490.5, ""first_y"": 353.5, ""sample_4_x"": 868, ""sample_1_time"": 183, ""last_x"": 868, ""first_time"": 16, ""sample_2_y"": 446.5, ""sample_0_x"": 738, ""sample_3_x"": 857, ""last_time"": 666, ""sample_1_x"": 792, ""sample_1_y"": 415.5}"
165214,22,righth,2,yes,5,"""1-5""",29,315,318.611885,2715,1717,"{""sample_2_time"": 867, ""first_time"": 16, ""sample_0_y"": 339.5, ""sample_1_time"": 433, ""sample_3_x"": 867, ""sample_4_x"": 880, ""sample_4_y"": 477.5, ""sample_0_time"": 16, ""sample_1_x"": 808, ""last_x"": 880, ""sample_0_x"": 743, ""sample_2_x"": 845, ""last_time"": 1716, ""last_y"": 477.5, ""sample_2_y"": 417.5, ""first_x"": 743, ""sample_4_time"": 1716, ""sample_3_y"": 446.5, ""first_y"": 339.5, ""sample_1_y"": 384.5, ""sample_3_time"": 1299, ""count"": 103}"
165214,22,righth,2,yes,5,"""1-5""",30,45,45.1890943,2882,3351,"{""first_x"": 732, ""sample_0_y"": 327.5, ""sample_2_time"": 1066, ""sample_1_time"": 533, ""sample_1_y"": 311.5, ""count"": 127, ""sample_3_time"": 1600, ""last_y"": 184.5, ""sample_0_time"": 17, ""sample_3_x"": 847, ""sample_2_y"": 283.5, ""sample_2_x"": 786, ""first_time"": 17, ""first_y"": 327.5, ""sample_4_y"": 184.5, ""sample_1_x"": 749, ""sample_4_time"": 3350, ""sample_0_x"": 732, ""sample_4_x"": 871, ""last_x"": 871, ""last_time"": 3350, ""sample_3_y"": 224.5}"
165214,22,righth,2,yes,5,"""1-5""",31,135,44.43645313,2831,800,"{""sample_0_time"": 16, ""last_x"": 874, ""sample_2_y"": 233.5, ""sample_1_x"": 781, ""first_time"": 16, ""last_time"": 799, ""last_y"": 185.5, ""sample_0_x"": 738, ""sample_4_y"": 185.5, ""count"": 48, ""sample_1_y"": 275.5, ""sample_0_y"": 320.5, ""sample_2_time"": 416, ""sample_3_y"": 206.5, ""first_y"": 320.5, ""sample_4_time"": 799, ""sample_3_x"": 854, ""sample_4_x"": 874, ""sample_3_time"": 616, ""sample_1_time"": 216, ""sample_2_x"": 827, ""first_x"": 738}"
165214,22,righth,2,yes,5,"""1-5""",32,45,135.7588401,2348,833,"{""sample_2_time"": 433, ""first_y"": 320.5, ""sample_3_y"": 204.5, ""sample_0_y"": 320.5, ""sample_1_y"": 275.5, ""count"": 50, ""sample_2_x"": 609, ""sample_4_time"": 832, ""sample_1_time"": 216, ""sample_2_y"": 224.5, ""last_y"": 187.5, ""last_x"": 567, ""sample_4_x"": 567, ""sample_3_time"": 633, ""sample_4_y"": 187.5, ""first_time"": 16, ""first_x"": 705, ""sample_3_x"": 586, ""sample_1_x"": 662, ""sample_0_x"": 705, ""last_time"": 832, ""sample_0_time"": 16}"
165214,22,righth,2,yes,5,"""1-5""",33,45,43.49256424,2598,984,"{""first_x"": 743, ""sample_4_time"": 984, ""last_time"": 984, ""sample_2_y"": 242.5, ""sample_2_x"": 844, ""sample_1_time"": 250, ""count"": 59, ""last_x"": 876, ""sample_4_y"": 188.5, ""sample_1_x"": 824, ""sample_0_y"": 327.5, ""first_time"": 17, ""sample_0_x"": 743, ""last_y"": 188.5, ""sample_1_y"": 264.5, ""sample_0_time"": 17, ""sample_3_time"": 750, ""first_y"": 327.5, ""sample_3_x"": 864, ""sample_4_x"": 876, ""sample_2_time"": 500, ""sample_3_y"": 211.5}"
165214,22,righth,2,yes,5,"""1-5""",34,135,135,2465,1433,"{""sample_1_time"": 366, ""last_time"": 1433, ""sample_0_time"": 16, ""sample_2_y"": 267.5, ""count"": 86, ""sample_1_y"": 291.5, ""sample_2_x"": 620, ""sample_0_x"": 697, ""first_y"": 329.5, ""last_x"": 569, ""sample_2_time"": 733, ""sample_3_x"": 588, ""sample_1_x"": 647, ""sample_4_y"": 185.5, ""first_time"": 16, ""sample_4_x"": 569, ""sample_3_y"": 228.5, ""first_x"": 697, ""sample_0_y"": 329.5, ""sample_3_time"": 1083, ""sample_4_time"": 1433, ""last_y"": 185.5}"
165214,22,righth,2,yes,5,"""1-5""",35,225,224.6205633,2260,817,"{""sample_2_y"": 456.5, ""sample_4_time"": 817, ""sample_0_y"": 349.5, ""sample_2_time"": 415, ""sample_4_x"": 568, ""last_x"": 568, ""sample_0_x"": 699, ""sample_3_time"": 615, ""first_time"": 17, ""sample_3_x"": 572, ""sample_3_y"": 477.5, ""sample_1_y"": 425.5, ""sample_1_time"": 215, ""last_time"": 817, ""first_x"": 699, ""sample_2_x"": 585, ""last_y"": 486.5, ""count"": 49, ""sample_4_y"": 486.5, ""first_y"": 349.5, ""sample_0_time"": 17, ""sample_1_x"": 611}"
165214,22,righth,2,yes,5,"""1-5""",36,315,315.7538483,2431,800,"{""count"": 48, ""last_time"": 800, ""sample_4_y"": 486.5, ""sample_2_time"": 417, ""sample_1_y"": 381.5, ""sample_1_time"": 217, ""first_time"": 17, ""sample_1_x"": 799, ""sample_3_x"": 856, ""sample_3_y"": 449.5, ""sample_4_time"": 800, ""sample_0_time"": 17, ""sample_0_x"": 743, ""first_y"": 342.5, ""sample_2_x"": 830, ""sample_4_x"": 874, ""sample_3_time"": 617, ""last_x"": 874, ""first_x"": 743, ""sample_0_y"": 342.5, ""sample_2_y"": 411.5, ""last_y"": 486.5}"
165214,22,righth,2,yes,5,"""1-5""",37,225,227.7791669,1999,1450,"{""sample_4_x"": 573, ""sample_0_y"": 339.5, ""sample_1_x"": 593, ""sample_3_x"": 702, ""sample_4_time"": 1450, ""sample_3_y"": 384.5, ""sample_4_y"": 498.5, ""sample_0_x"": 695, ""sample_2_x"": 571, ""first_x"": 695, ""last_time"": 1450, ""last_y"": 498.5, ""sample_0_time"": 16, ""count"": 68, ""last_x"": 573, ""first_time"": 16, ""sample_3_time"": 1183, ""sample_1_y"": 416.5, ""sample_1_time"": 300, ""sample_2_time"": 583, ""sample_2_y"": 451.5, ""first_y"": 339.5}"
165214,22,righth,2,yes,5,"""1-5""",38,45,138.2325401,1848,933,"{""sample_3_y"": 203.5, ""sample_0_y"": 307.5, ""sample_3_x"": 563, ""sample_4_y"": 194.5, ""count"": 55, ""sample_1_x"": 602, ""sample_2_time"": 484, ""sample_0_time"": 33, ""sample_4_x"": 561, ""sample_1_time"": 250, ""sample_2_x"": 582, ""sample_3_time"": 717, ""last_x"": 561, ""first_time"": 33, ""first_x"": 684, ""sample_4_time"": 933, ""sample_0_x"": 684, ""last_time"": 933, ""first_y"": 307.5, ""last_y"": 194.5, ""sample_2_y"": 219.5, ""sample_1_y"": 239.5}"
165214,22,righth,2,yes,5,"""1-5""",39,225,224.2411599,2565,933,"{""sample_2_y"": 451.5, ""sample_1_x"": 613, ""first_y"": 343.5, ""count"": 56, ""last_time"": 933, ""sample_1_y"": 417.5, ""sample_4_time"": 933, ""sample_2_x"": 587, ""sample_4_y"": 485.5, ""sample_3_x"": 576, ""sample_0_time"": 17, ""sample_0_x"": 698, ""sample_1_time"": 250, ""last_y"": 485.5, ""sample_4_x"": 567, ""sample_0_y"": 343.5, ""first_x"": 698, ""sample_3_time"": 717, ""sample_2_time"": 483, ""first_time"": 17, ""sample_3_y"": 468.5, ""last_x"": 567}"
165214,22,righth,2,yes,5,"""1-5""",40,225,220.6304084,2665,934,"{""sample_4_time"": 933, ""sample_3_y"": 458.5, ""sample_1_time"": 250, ""sample_2_y"": 441.5, ""sample_3_x"": 567, ""sample_0_time"": 17, ""sample_1_y"": 421.5, ""sample_0_y"": 353.5, ""last_y"": 475.5, ""sample_4_y"": 475.5, ""first_y"": 353.5, ""sample_3_time"": 717, ""last_time"": 933, ""sample_2_x"": 578, ""sample_2_time"": 484, ""sample_4_x"": 558, ""count"": 56, ""sample_1_x"": 600, ""sample_0_x"": 689, ""last_x"": 558, ""first_time"": 17, ""first_x"": 689}"
