Subject_ID,Age,Comments,Distractions,Distracto,Handedness,Ethnicity,languageCount,Mouse Type,musicInstrument,musicPractice,musicTraining,Race,Returner,Sex,Target File,Interrupted,Experiment Name,Start Time,Trial Number,Target Angle,Cursor FB,Rotation,Hand Angle,RT,MT,Search Time,Reach FB,Hand_Path,Start_X,Start_Y,Screen_Height,Screen_Width,Group
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:23.56.294,87,225,online_fb,0,216.6784338,2107,226,1541,good_reach,"{""sample_3_x"": 588.5, ""last_time"": 226, ""count"": 27, ""sample_3_time"": 175, ""sample_1_x"": 700.5, ""sample_2_time"": 117, ""first_time"": 10, ""sample_0_time"": 10, ""sample_1_time"": 59, ""sample_3_y"": 469.5, ""sample_4_x"": 527.5, ""sample_2_y"": 415.5, ""sample_2_x"": 666.5, ""sample_0_x"": 708.5, ""last_y"": 508.5, ""sample_4_y"": 508.5, ""first_y"": 376.5, ""sample_1_y"": 384.5, ""last_x"": 527.5, ""sample_4_time"": 226, ""sample_0_y"": 376.5, ""first_x"": 708.5}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:23.59.353,88,45,online_fb,0,50.41552509,1424,285,1299,good_reach,"{""sample_2_y"": 336.5, ""count"": 29, ""first_time"": 9, ""first_x"": 734.5, ""sample_2_x"": 752.5, ""last_y"": 186.5, ""sample_3_time"": 226, ""first_y"": 359.5, ""sample_3_x"": 799.5, ""sample_1_time"": 101, ""sample_0_time"": 9, ""last_x"": 867.5, ""sample_2_time"": 167, ""sample_0_x"": 734.5, ""sample_3_y"": 271.5, ""last_time"": 284, ""sample_1_y"": 355.5, ""sample_0_y"": 359.5, ""sample_1_x"": 738.5, ""sample_4_x"": 867.5, ""sample_4_y"": 186.5, ""sample_4_time"": 284}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.2.520,89,135,online_fb,0,130.8150839,1260,334,1521,good_reach,"{""sample_3_x"": 584.5, ""sample_2_x"": 619.5, ""sample_2_y"": 269.5, ""last_time"": 334, ""sample_3_time"": 259, ""sample_1_time"": 92, ""sample_2_time"": 176, ""sample_0_x"": 700.5, ""last_x"": 567.5, ""sample_4_y"": 189.5, ""last_y"": 189.5, ""sample_1_x"": 664.5, ""sample_3_y"": 215.5, ""count"": 40, ""sample_0_time"": 9, ""sample_1_y"": 328.5, ""sample_0_y"": 359.5, ""sample_4_time"": 334, ""sample_4_x"": 567.5, ""first_x"": 700.5, ""first_time"": 9, ""first_y"": 359.5}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.5.411,90,135,online_fb,0,135.6780249,1129,200,1511,good_reach,"{""sample_4_time"": 200, ""count"": 24, ""last_time"": 200, ""first_y"": 355.5, ""last_x"": 548.5, ""sample_2_time"": 108, ""sample_0_x"": 698.5, ""first_x"": 698.5, ""sample_0_time"": 9, ""sample_0_y"": 355.5, ""last_y"": 198.5, ""sample_4_y"": 198.5, ""sample_2_y"": 279.5, ""sample_1_x"": 661.5, ""sample_3_time"": 158, ""sample_2_x"": 619.5, ""sample_1_time"": 58, ""sample_4_x"": 548.5, ""first_time"": 9, ""sample_1_y"": 321.5, ""sample_3_x"": 579.5, ""sample_3_y"": 235.5}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.8.978,91,45,online_fb,0,39.52728833,1303,325,1887,good_reach,"{""sample_4_time"": 325, ""sample_0_x"": 738.5, ""count"": 39, ""last_y"": 214.5, ""sample_1_y"": 348.5, ""sample_3_x"": 843.5, ""sample_1_time"": 83, ""sample_0_time"": 8, ""sample_1_x"": 761.5, ""last_x"": 902.5, ""sample_2_x"": 782.5, ""first_time"": 8, ""sample_0_y"": 362.5, ""last_time"": 325, ""sample_3_y"": 265.5, ""first_x"": 738.5, ""sample_2_y"": 328.5, ""sample_4_y"": 214.5, ""sample_3_time"": 250, ""sample_2_time"": 166, ""first_y"": 362.5, ""sample_4_x"": 902.5}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.12.345,92,225,online_fb,0,315.6944603,1196,317,1163,good_reach,"{""sample_3_y"": 506.5, ""sample_3_time"": 241, ""sample_0_y"": 366.5, ""sample_1_y"": 401.5, ""sample_4_time"": 316, ""last_x"": 886.5, ""sample_1_x"": 766.5, ""sample_1_time"": 83, ""sample_4_y"": 528.5, ""sample_0_x"": 735.5, ""sample_4_x"": 886.5, ""sample_2_y"": 475.5, ""count"": 38, ""first_time"": 8, ""first_x"": 735.5, ""first_y"": 366.5, ""sample_2_time"": 166, ""sample_0_time"": 8, ""sample_3_x"": 855.5, ""last_time"": 316, ""last_y"": 528.5, ""sample_2_x"": 820.5}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.14.995,93,45,online_fb,0,47.26278981,951,284,1364,good_reach,"{""last_y"": 194.5, ""sample_1_y"": 321.5, ""sample_2_y"": 259.5, ""sample_4_y"": 194.5, ""first_y"": 360.5, ""sample_2_time"": 150, ""sample_3_x"": 855.5, ""sample_0_time"": 9, ""sample_4_time"": 284, ""sample_1_time"": 76, ""sample_2_x"": 822.5, ""sample_3_time"": 217, ""first_x"": 737.5, ""sample_0_x"": 737.5, ""last_time"": 284, ""first_time"": 9, ""last_x"": 877.5, ""sample_3_y"": 223.5, ""sample_0_y"": 360.5, ""count"": 34, ""sample_1_x"": 775.5, ""sample_4_x"": 877.5}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.17.971,94,315,online_fb,0,224.3097228,1163,209,1552,good_reach,"{""sample_0_x"": 705.5, ""first_y"": 377.5, ""sample_3_x"": 582.5, ""count"": 25, ""sample_1_time"": 58, ""sample_0_time"": 8, ""first_time"": 8, ""sample_1_y"": 399.5, ""sample_1_x"": 677.5, ""sample_2_y"": 451.5, ""sample_2_time"": 108, ""sample_4_x"": 551.5, ""sample_4_time"": 208, ""last_x"": 551.5, ""sample_0_y"": 377.5, ""first_x"": 705.5, ""sample_3_time"": 158, ""sample_3_y"": 503.5, ""last_time"": 208, ""sample_2_x"": 629.5, ""sample_4_y"": 529.5, ""last_y"": 529.5}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.20.804,95,315,online_fb,0,216.4778026,1132,176,1474,good_reach,"{""sample_1_y"": 415.5, ""count"": 21, ""first_time"": 9, ""last_time"": 175, ""sample_0_time"": 9, ""sample_2_time"": 92, ""sample_3_y"": 486.5, ""sample_3_x"": 552.5, ""first_y"": 381.5, ""sample_0_x"": 694.5, ""sample_3_time"": 134, ""last_y"": 504.5, ""sample_4_time"": 175, ""first_x"": 694.5, ""sample_2_y"": 458.5, ""sample_1_x"": 646.5, ""last_x"": 531.5, ""sample_2_x"": 593.5, ""sample_4_y"": 504.5, ""sample_0_y"": 381.5, ""sample_4_x"": 531.5, ""sample_1_time"": 50}",719.5,365.5,731,1439,Katie2
165166,18,NA,[''],NA,righth,non-hispanic,3+,trackpad,yes,3,"""10+""",asian,no,female,./tgt_files/csv_tgt_file_2025-03-25.json,no,Katie2,4/2/2025 15:24.23.71,96,315,online_fb,0,227.7591077,742,218,1256,good_reach,"{""sample_2_x"": 603.5, ""sample_3_time"": 167, ""sample_2_y"": 490.5, ""sample_4_x"": 561.5, ""sample_0_y"": 390.5, ""sample_3_y"": 514.5, ""sample_2_time"": 117, ""sample_1_x"": 648.5, ""sample_4_y"": 539.5, ""sample_0_time"": 9, ""first_x"": 703.5, ""sample_0_x"": 703.5, ""sample_1_y"": 442.5, ""last_y"": 539.5, ""last_time"": 217, ""first_time"": 9, ""sample_3_x"": 579.5, ""last_x"": 561.5, ""sample_4_time"": 217, ""count"": 26, ""sample_1_time"": 59, ""first_y"": 390.5}",719.5,365.5,731,1439,Katie2
